question,answer,hallucination_candidates,candidates,image_id,question_id,image_path,data_type
Do you see both a door and a window?,"Yes, there are both a door and a window.","['yes', 'door']",['window'],2316802,4241,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2316802.jpg,gqa
Do you see both a door and a window?,"Yes, there is a door and a window in the image.","['yes', 'door']",['window'],2316802,4241,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2316802.jpg,gqa
Is the woman to the right of the tennis ball wearing a bracelet?,"No, the woman is wearing a shirt.",[],"['no', 'woman', 'wearing', 'shirt']",2390091,5683,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2390091.jpg,gqa
Is the woman to the right of the tennis ball wearing a bracelet?,"Yes, the woman is wearing a bracelet while playing tennis.","['yes', 'bracelet']","['woman', 'wearing', 'playing', 'tennis']",2390091,5683,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2390091.jpg,gqa
Is there either a white frisbee or baseball?,"No, there is a frisbee but it is orange.",[],"['no', 'frisbee', 'orange']",2395745,6577,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2395745.jpg,gqa
Is there either a white frisbee or baseball?,"No, there is no white frisbee or baseball in the image. The woman is holding a black frisbee.","['holding', 'black']","['no', 'white', 'frisbee', 'baseball', 'image', 'woman']",2395745,6577,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2395745.jpg,gqa
Are there containers or eggs in the image?,"No, there are no eggs or containers.","['no', 'containers']",['eggs'],2407191,8204,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2407191.jpg,gqa
Are there containers or eggs in the image?,"No, there are no containers or eggs in the image. The image features a cake on a plate, a fork, and a glass of water.","['no', 'containers', 'image']","['eggs', 'cake', 'plate', 'fork', 'glass', 'water']",2407191,8204,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2407191.jpg,gqa
Are these animals of different types?,"No, all the animals are dogs.",[],"['no', 'all', 'animals', 'dogs']",2408376,8765,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2408376.jpg,gqa
Are these animals of different types?,"Yes, these animals are of different types. There is a dog, a cat, and a bird in the image.","['yes', 'different', 'types', 'cat', 'bird']","['animals', 'dog', 'image']",2408376,8765,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2408376.jpg,gqa
Are there any phones to the left of the bed?,no,[],['no'],2362600,11105,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2362600.jpg,gqa
Are there any phones to the left of the bed?,"Yes, there is a phone to the left of the bed.","['yes', 'phone']","['bed', 'left']",2362600,11105,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2362600.jpg,gqa
Is the hydrant on the right side?,no,[],['no'],713514,11210,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/713514.jpg,gqa
Is the hydrant on the right side?,"No, the hydrant is on the left side of the image.",[],"['no', 'hydrant', 'left', 'side', 'image']",713514,11210,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/713514.jpg,gqa
Where's the trees?,Next to the track.,[],"['next_to', 'track']",2401051,18370,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2401051.jpg,vga
Where's the trees?,The trees are on the side of the train tracks.,[],"['trees', 'on', 'side', 'train', 'tracks']",2401051,18370,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2401051.jpg,vga
What is behind the person in sand?,Umbrella.,[],['umbrella'],2388687,20996,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2388687.jpg,vga
What is behind the person in sand?,"Behind the person in sand, there are two cows.",[],"['person', 'sand', 'two', 'cows']",2388687,20996,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2388687.jpg,vga
What are the donuts on?,Plate.,[],['plate'],2319729,23253,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2319729.jpg,vga
What are the donuts on?,The donuts are on a white plate.,[],"['donuts', 'on', 'white', 'plate']",2319729,23253,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2319729.jpg,vga
Where was this photo taken?,In a cubicle.,[],['cubicle'],2386901,26464,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2386901.jpg,vga
Where was this photo taken?,"This photo was taken in an office setting, with a computer desk and a computer monitor.",[],"['office', 'setting', 'computer', 'desk', 'monitor']",2386901,26464,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2386901.jpg,vga
Do you see surfboards on the sand?,"Yes, there is a surfboard on the sand.",[],"['yes', 'surfboard', 'on', 'sand']",2398276,2812,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2398276.jpg,gqa
Do you see surfboards on the sand?,"Yes, there are surfboards on the sand, and a woman is sitting on the sand with a surfboard.",['sitting'],"['yes', 'surfboards', 'on', 'sand', 'woman', 'with', 'surfboard']",2398276,2812,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2398276.jpg,gqa
Does the backpack look large?,"No, the backpack is small.",['small'],"['no', 'backpack']",2335493,3267,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2335493.jpg,gqa
Does the backpack look large?,"Yes, the backpack appears to be quite large, as it is described as a ""big backpack"" in the image.","['yes', 'large', 'big', 'described', 'image']",['backpack'],2335493,3267,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2335493.jpg,gqa
Does the rice in the container have red color?,"Yes, the rice is red.","['yes', 'red']",['rice'],2411184,3390,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2411184.jpg,gqa
Does the rice in the container have red color?,"Yes, the rice in the container has a red color.","['yes', 'red']","['rice', 'container']",2411184,3390,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2411184.jpg,gqa
Is the person that is standing wearing a bikini?,"No, the woman is wearing a hat.",[],"['no', 'woman', 'wearing', 'hat']",2378755,7333,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2378755.jpg,gqa
Is the person that is standing wearing a bikini?,"No, the person standing on the tennis court is not wearing a bikini. They are wearing a tennis outfit, which is appropriate for playing tennis.",[],"['no', 'person', 'standing', 'on', 'tennis', 'court', 'not', 'wearing', 'bikini', 'outfit', 'appropriate', 'playing']",2378755,7333,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2378755.jpg,gqa
Are there either any desk lamps or notepads in the image?,"No, there are no desk lamps or notepads.",[],"['no', 'desk', 'lamps', 'notepads']",2416853,7358,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2416853.jpg,gqa
Are there either any desk lamps or notepads in the image?,"No, there are no desk lamps or notepads in the image. The image features a group of elephants, including a baby elephant, walking through a forest.",[],"['no', 'desk', 'lamps', 'notepads', 'group', 'elephants', 'baby', 'elephant', 'walking', 'forest']",2416853,7358,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2416853.jpg,gqa
Are any women observable?,"No, there are no women.",[],"['no', 'women']",2363317,7805,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2363317.jpg,gqa
Are any women observable?,"No, there are no women visible in the image. The scene features a baseball player swinging a bat, a catcher, and an umpire on a baseball field.",[],"['no', 'women', 'visible', 'image', 'scene', 'features', 'baseball', 'player', 'swinging', 'bat', 'catcher', 'umpire', 'on', 'field']",2363317,7805,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2363317.jpg,gqa
Do you see people to the right of the helmet the boy is to the right of?,"No, the person is to the left of the helmet.","['no', 'left']","['person', 'helmet']",2347550,9695,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2347550.jpg,gqa
Do you see people to the right of the helmet the boy is to the right of?,"No, the woman is to the left of the helmet the boy is to the right of.","['no', 'woman', 'left']","['helmet', 'boy']",2347550,9695,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2347550.jpg,gqa
Does the white polo shirt look Adidas?,no,[],['no'],2410020,11182,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2410020.jpg,gqa
Does the white polo shirt look Adidas?,"Yes, the white polo shirt worn by the man in the image looks like an Adidas shirt.","['yes', 'adidas']","['white', 'polo', 'shirt', 'worn', 'man', 'image']",2410020,11182,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2410020.jpg,gqa
Are there watermelons on the floor?,yes,[],['yes'],2374510,13067,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2374510.jpg,gqa
Are there watermelons on the floor?,"Yes, there are watermelons on the floor.",['watermelons'],"['yes', 'floor']",2374510,13067,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2374510.jpg,gqa
Is this a pink umbrella?,yes,[],['yes'],2360307,16696,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2360307.jpg,gqa
Is this a pink umbrella?,"Yes, this is a pink umbrella.",[],"['yes', 'pink', 'umbrella']",2360307,16696,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2360307.jpg,gqa
What is turned on?,The television.,[],['television'],2388632,17839,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2388632.jpg,vga
What is turned on?,A television is turned on in the living room.,[],"['television', 'turned', 'on', 'living', 'room']",2388632,17839,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2388632.jpg,vga
How many clocks are shown?,One.,[],['one'],2401949,19139,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2401949.jpg,vga
How many clocks are shown?,There are two clocks shown in the image.,"['two', 'clocks']",[],2401949,19139,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2401949.jpg,vga
"When is the picture taken""?",Daytime.,[],['daytime'],2336273,21735,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2336273.jpg,vga
"When is the picture taken""?",The picture is taken during the day.,[],['day'],2336273,21735,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2336273.jpg,vga
What is the color of the curtain?,White.,['white'],[],2317386,21982,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2317386.jpg,vga
What is the color of the curtain?,The color of the curtain is white.,['white'],['curtain'],2317386,21982,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2317386.jpg,vga
What building is in the picture?,Barn.,[],['barn'],2399909,23041,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2399909.jpg,vga
What building is in the picture?,There is a barn in the picture.,[],"['barn', 'picture']",2399909,23041,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2399909.jpg,vga
What color is the picture of a cable car?,White.,[],['white'],2317750,23180,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2317750.jpg,vga
What color is the picture of a cable car?,The picture of a cable car is brown.,['brown'],[],2317750,23180,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2317750.jpg,vga
Is the bicycle to the right of a fire hydrant?,"No, the bicycle is to the right of a bike.",[],"['no', 'bicycle', 'right', 'bike']",2392830,3924,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2392830.jpg,gqa
Is the bicycle to the right of a fire hydrant?,"No, the bicycle is not to the right of a fire hydrant. It is parked next to a car on the street.","['fire', 'hydrant', 'parked']","['no', 'bicycle', 'right', 'car', 'street', 'next_to']",2392830,3924,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2392830.jpg,gqa
Are there any umbrellas or frisbees?,"No, there are no umbrellas or frisbees.",[],"['no', 'umbrellas', 'frisbees']",2364290,7406,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2364290.jpg,gqa
Are there any umbrellas or frisbees?,"No, there are no umbrellas or frisbees in the image. The image features a giraffe eating leaves from a tree in a field.",[],"['no', 'umbrellas', 'frisbees', 'image', 'giraffe', 'eating', 'leaves', 'tree', 'field']",2364290,7406,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2364290.jpg,gqa
Are the mountains behind an airplane?,no,[],['no'],2387190,10770,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2387190.jpg,gqa
Are the mountains behind an airplane?,"No, the mountains are not behind an airplane. Instead, they are behind a yellow taxi cab and a lifeguard tower.","['airplane', 'taxi', 'cab']","['no', 'mountains', 'behind', 'yellow', 'lifeguard', 'tower']",2387190,10770,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2387190.jpg,gqa
Is the napkin on the left side?,yes,[],['yes'],2325532,11029,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2325532.jpg,gqa
Is the napkin on the left side?,"Yes, the napkin is on the left side of the plate.",[],"['yes', 'napkin', 'on', 'left', 'side', 'plate']",2325532,11029,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2325532.jpg,gqa
Are there rackets or players?,no,[],['no'],2401163,12252,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2401163.jpg,gqa
Are there rackets or players?,"No, there are no rackets or players in the image. The image features a man and a woman walking together, holding umbrellas.","['rackets', 'players']","['no', 'image', 'man', 'woman', 'walking', 'together', 'holding', 'umbrellas']",2401163,12252,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2401163.jpg,gqa
Is there either any pasta or rice that is not yellow?,no,[],['no'],2374706,16834,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2374706.jpg,gqa
Is there either any pasta or rice that is not yellow?,"No, there is no pasta or rice that is not yellow in the image.",[],"['no', 'pasta', 'rice', 'yellow', 'not']",2374706,16834,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2374706.jpg,gqa
How was this picture taken?,Camera.,['camera'],[],2416312,19881,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2416312.jpg,vga
How was this picture taken?,"This picture was taken from a low angle, looking up at the train and the surrounding environment.",[],"['low', 'angle', 'looking', 'up', 'train', 'surrounding', 'environment']",2416312,19881,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2416312.jpg,vga
Where is the fork?,In the food.,[],"['in', 'food']",2367578,23450,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2367578.jpg,vga
Where is the fork?,"The fork is on a plate, with a piece of cake on it.",[],"['fork', 'on', 'plate', 'piece', 'cake']",2367578,23450,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2367578.jpg,vga
Who is wearing a hat?,The man.,[],['man'],2396460,23678,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2396460.jpg,vga
Who is wearing a hat?,A man is wearing a hat in the image.,[],"['man', 'wearing', 'hat', 'image']",2396460,23678,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2396460.jpg,vga
Is the bag to the right of the woman empty and green?,"No, the bag is green but full.",[],"['no', 'bag', 'green', 'full']",2381145,1723,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2381145.jpg,gqa
Is the bag to the right of the woman empty and green?,"Yes, the bag to the right of the woman is green and empty.",['empty'],"['yes', 'bag', 'green']",2381145,1723,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2381145.jpg,gqa
Are there any white frisbees or baseballs?,"No, there is a frisbee but it is red.",[],"['no', 'frisbee', 'red']",2368608,4189,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2368608.jpg,gqa
Are there any white frisbees or baseballs?,"No, there are no white frisbees or baseballs in the image. The frisbee is red, and the person is playing with it on the beach.",['playing'],"['no', 'white', 'frisbees', 'baseballs', 'image', 'frisbee', 'red', 'person', 'beach']",2368608,4189,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2368608.jpg,gqa
Do you see any people to the left of the child that is wearing a helmet?,no,['no'],[],2340651,10719,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2340651.jpg,gqa
Do you see any people to the left of the child that is wearing a helmet?,"Yes, there is a person to the left of the child who is wearing a helmet.",[],"['yes', 'person', 'left', 'child', 'wearing', 'helmet']",2340651,10719,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2340651.jpg,gqa
Do you see a panda?,yes,[],['yes'],2396255,11379,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2396255.jpg,gqa
Do you see a panda?,"No, there is no panda in the image.","['no', 'panda']",['image'],2396255,11379,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2396255.jpg,gqa
Does the table that is made of wood look white?,no,[],['no'],2357972,13212,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2357972.jpg,gqa
